cpu_utilization,memory_utilization,disk_utilization,request_rate,response_latency,error_rate,network_latency,active_connections
-1.4326870948848258,0.21449921640334324,-0.6252816160375797,0.13297365003309297,-1.5173908063514268,-0.616093733650382,0.9388932526628535,-1.5794014402773098
-1.2974402069978048,0.7925329233289484,1.5066227323450472,0.6471786656173599,1.092156810930144,0.11613048099048322,0.4920955362576624,-0.032525178007771174
-1.5490594561007305,0.633671464552062,-0.7675193331287333,-1.3217920846841007,0.40581535338097213,1.0680123595464952,1.2388990225945467,-1.3654344289429745
0.30011008726794663,-1.3634147303508275,1.3915493943172563,-1.1928572261940091,0.5678741751749062,-1.66891865050396,-0.42792034068625723,1.714287471902048
-0.8176180851909602,1.497696253944521,0.3815119390256257,-0.7487522698611941,1.365649905538948,1.7119801821976464,0.585482223252189,-0.9620539977388998
-1.3009716195421073,-1.6722676663186355,-1.3488200493994744,-0.2604861477903826,0.9558249889150029,-1.0481913062725663,0.4367531634111563,1.6581649771258289
0.9399833252023589,-1.3891938500232413,0.5648500954228874,0.6323919271123541,-1.2643643152140587,-0.7900593049718588,1.081654146543451,-0.7691329219456468
1.507693455283159,1.517380076632324,0.3044972422111351,1.5031752527517137,0.5070349641467445,-0.7151735757810355,-0.6470838235502765,-0.6428573086991538
1.5568105171452784,-0.5989813492832968,0.3953602607412986,1.2672617423228163,0.10834687718782139,0.6681641060828125,0.16576752105835862,1.5704735790379865
1.0947045861960454,-0.07983513037533146,-1.1776743775637657,-0.107757362848978,-1.671379348947365,-1.287880774775126,0.8469439804848446,0.0306126286154753
-0.23324184726514513,-1.1703537999783564,0.22646625419379132,0.8980901622800924,0.9905097793242066,-1.4915426621970291,-1.5138090451759652,-0.6358419968521264
-0.7846597338504959,0.5130993249535883,1.7139787292751179,0.5638739647833702,1.5176677825520324,0.2755386493485926,-1.449602710026424,1.107462997134179
-1.60994978479307,-1.2629084718490602,-1.0249477272399723,0.5777002473936529,-0.8623224664877148,0.3882216573036552,0.32617317141888486,-1.530294257348118
-1.3632906376516354,1.2879249651328597,1.3582103403428627,0.16104529273900245,0.582070298782656,1.6722216864832236,0.6719231004023234,1.0583558142049874
0.21163753703263535,-1.549097438839348,-1.02793161493157,0.006230123053053651,-0.4563660815905367,-0.7898055076274194,0.8519746783946031,1.5143510842617673
-1.257329013888172,0.43514462717171076,-0.10608651503921007,-1.4225499396941632,-0.7236731927835205,-0.42430005415752825,-1.4027612655508481,0.7251285014711865
-1.2784265178839453,-0.49663816368172664,1.715508316493013,0.6616431619487039,-1.6356086979505835,-1.1107941992693335,0.040187752122136974,-0.765625266022133
1.4275449468077348,-0.7101575179886505,0.07423268290982063,1.6969521367722187,0.22738915140757396,0.6327644832335887,1.3148348997972295,1.05134050235796
-0.8089809454797062,-1.443652788306477,-1.4054215997864248,-0.05791721676302023,-1.3750308247998453,0.5841474890886357,0.6606381121425503,0.6374371033833441
0.9834363083611011,0.36936209194798125,-1.193324446960442,1.2964091298759333,1.0726111012939772,-0.15047942349690258,0.3015579684997252,0.9180495772644396
0.35243785553322904,-0.8629417877025635,-1.669223443315015,1.5779671110932634,-0.015431116452002736,0.023870477129220354,-0.16443158543385625,0.7566974047828098
-0.8568856754677234,1.4323559867684,0.19256861913806272,-1.4698203369454113,-0.6607855460157581,0.1860053981893428,0.30485126447038674,0.4480236835136048
1.2869033488670762,0.13592988340325918,1.6544379463327659,-1.5371537211505606,-1.7043161086742602,-1.395861527612729,1.3993533383192405,0.925064889111467
1.114399627702059,1.540358405544302,-0.8372366305765109,1.680915999696184,0.8442818941647087,-1.2890529105606328,0.7000995216888916,-0.6077807494640168
-0.639797558335698,0.09130752971681365,-0.8476143282482188,-1.5696800117925123,-0.3911212533993135,0.6265053341150618,-0.22430260230630988,0.5532533612190156
1.3853512035028133,0.8001542156152612,1.2207088687430738,-0.5596857126894781,0.18950308701536062,-1.0220776739120734,-0.6698826114297478,0.9496184805760629
-1.2298619865216942,1.0869452759571678,-0.6112397909348483,-0.011545830708469283,-1.5262977028995106,1.3554987741567923,1.0953800757580794,0.2831638551084612
-0.0785198951486156,0.20396242520777108,-0.9411395334518361,-0.958789193877587,1.2982304205887105,1.2555082085491187,1.4436446587116194,-0.8533166641099753
1.0727406190574131,-0.5376792442271864,1.2073129659247588,-1.4238004146946526,-0.8555082355528942,-1.5503708379361314,-1.0097455346635893,-0.9304850944272766
-0.22708802274798354,-0.38193981880454797,-1.0552851530427814,0.6193238682050342,-1.416188776906497,0.9098990992697191,1.6977299444331533,1.0373098786639052
-1.2210901235871743,0.5070943859379157,-0.5247316892193505,-0.3571132361482459,1.16664350974554,0.744760420429456,0.4644403184947064,0.027104972691961604
1.548273722625153,0.9163287019186357,0.01904046950268173,1.5692110323161592,-1.2398954581310704,1.0446404004174064,0.32065334391687317,-0.5516582546877977
-1.4620994741703093,-0.15604139155493127,1.6431277980526544,0.8002559262483308,-0.4517305753890583,0.40338809792978825,1.4422304694891093,0.06919684377412592
-1.7011331285369806,1.3136637310273018,1.4442245275295058,1.1118477089430014,1.4810987517729433,0.2469550240591775,-0.018989588004438573,-1.144452105761612
-0.7606837059524779,0.629959877721869,0.4599186001474412,1.0425973440109841,1.5477931195432268,0.518488314768868,1.1191426433509248,-0.9269774385037629
-0.9098748128217533,-1.359733930189172,1.4954094802121112,0.7724074293435854,-0.6008018916818288,-1.1150043907651812,0.7597968754148523,1.5213663961087949
-1.2688895792975008,-0.575209790332937,0.37750835448080516,0.7529962697889061,-0.13524987401108635,0.146659992733982,-0.1752821091394988,1.177616115604453
0.2068762664872047,1.3732393641975524,0.09477098287430814,-0.2577907223125677,0.8392705979450028,0.3258059864600953,-0.16774874105386567,-1.140944449838098
-0.35187242655489154,0.2578371208169231,-0.9106418929523118,-0.4254299200047187,0.8712265249397024,-1.392628061773613,0.416237179830865,1.724810439672589
-0.5449225515805703,-0.7365100618160025,1.1198837773002677,-0.8781873347035949,0.7313042108179745,-0.6961115575136296,0.2844214331711137,-0.14827782348372304
-1.4814767673150748,-0.006090302060864237,-0.8406969660034197,-0.04256186010923442,-1.35274769568235,-1.6826627006958648,-1.7094141680258672,0.048150908233043764
