cpu_utilization,memory_utilization,disk_utilization,request_rate,response_latency,error_rate,network_latency,active_connections,failure
43.708610696262625,49.89126547733588,75.69984798909734,656.2373399535652,312.9338003803282,16.944731553928396,223.7587849196906,671,0
95.56428757689245,46.63296769851226,26.60607960388404,486.3278308574835,112.92141965881686,9.890340874387409,264.9250531534135,260,0
75.87945476302646,34.092313000228806,41.197572493289755,966.2735986207438,143.83204047277167,3.9093122126437163,141.6380632368053,238,0
63.8792635777333,68.58133360811904,69.69525731720364,258.02952843502624,197.05770561730336,14.732835732201853,90.30772584365523,603,1
24.041677639819287,58.12993284069031,53.38804100720319,608.4635951989936,219.5802676776494,8.373562713665914,99.05973943486114,839,1
24.03950683025824,89.25607938592029,76.47139347714044,715.1995142407114,257.4165730263332,11.892549669049943,210.5997362174962,497,0
15.227525095137953,22.56876643856466,96.50871111005738,834.2862648781125,270.35082838422454,2.1453058034787764,172.42962002749138,630,0
87.95585311974416,71.5094342044101,20.489201894367774,436.6224789066067,466.6020185777852,12.631679790319845,148.51576863829087,575,1
64.1003510568888,81.0359102809249,73.86109447582548,702.5758122746074,519.3817270095204,7.471009778902486,64.81835323897134,491,1
73.7265320016441,80.75892553506456,30.730974006890307,338.04139781506865,322.7016239638288,6.683794994369889,263.2594278121765,709,1
11.85260448662222,90.88591736764201,47.30290546668123,463.70228774372924,909.1504915223136,19.598311575556025,235.4010320146848,502,1
97.29188669457949,78.32269942635952,12.957645321562584,900.8457746432292,562.0769288721755,8.648612855204945,46.48838751307273,122,1
84.91983767203796,94.2248049318157,22.231664406342905,952.4122288644066,791.7273894727387,13.560767562314684,113.37959410763031,559,0
29.110519961044854,46.61252798567132,38.77995601440097,732.8764795809014,925.7530757724264,12.554550711476821,164.92896762347294,295,0
26.364247048639054,60.256753340123446,40.77872247591864,405.6342962373758,179.8724122842891,2.0860710177031527,139.02989371760194,395,0
26.506405886809045,21.126373062631252,90.96266948158862,829.0549004759308,439.31699404132183,14.958550741286324,122.34977242763283,29,0
37.381801866358394,20.556606984263297,76.76316183398636,74.57372763914917,444.5461936803166,6.463184068671531,217.05540978035614,949,0
57.228078846901404,39.21012963612159,97.4964671368337,147.60861501245,367.3828054295871,15.9787909839347,21.078533750162048,473,1
48.87505167779042,28.06457577112682,63.916435930171644,678.3050495565931,28.72774922060714,12.152815652307648,144.06605004215285,589,0
36.21062261782377,40.81690943486029,31.754235888218616,326.68614650655456,819.6526656225332,6.341829799069791,82.3435986649324,889,1
65.06676052501416,34.163463562271794,39.48895269294786,953.8169074804539,129.32813512282473,7.125859206621419,29.962423644253892,726,0
22.554447458683764,22.28160198709186,38.78523309627704,464.2575814876895,995.5709859633238,14.630147393327213,142.14171161087484,215,1
36.29301836816963,92.74433171248396,39.38448948969264,457.89657936971815,777.499322072958,11.001186302457636,55.55376386581778,530,0
42.97256589643225,20.65785051111132,70.5667755800634,694.1755346813846,588.4098172543842,13.367020813426304,81.17616315761154,757,0
51.046298579533236,78.88657154696683,57.77271352813746,779.1901341908801,171.51428938676548,3.1663664215037657,154.5675752054724,407,0
80.66583652537122,32.171830953561326,44.68817602779799,501.7808012188797,525.0851119653821,15.739533444568373,292.24414908018235,788,1
27.970640394252378,92.978369759968,23.418079185584496,253.30085662613794,275.8865660406527,6.407826378300694,206.855227007049,515,0
56.28109945722505,91.42367516719086,11.992524664793132,784.6432105893406,267.27607405220806,12.397225343153465,87.4884304562633,275,0
63.31731119758382,72.3120917095406,29.695120982892334,354.3337111299462,832.9386643948357,2.293596504840174,117.80978550973607,999,0
14.180537144799796,73.77873198404842,19.672426357181315,216.35523082916473,393.03153548024596,6.42840482313934,124.80927993468829,208,0
64.67903667112945,20.427131357575085,80.69005277670155,650.0581804287626,461.70932732298803,12.977345861332836,50.323098886591254,322,0
25.347171131856236,98.78972528908817,20.124816203249686,135.9309836408329,846.1054430245159,5.484122645805012,52.39298571360582,15,0
15.854643368675156,90.22660828606516,75.18054135761525,972.7850413317522,106.0348132044657,17.606243934996343,48.776443428772524,922,1
95.39969835279999,91.60849805840736,44.70928207984744,650.7774011915301,602.7254960292286,13.224567988868408,158.89092063239048,278,1
96.90688297671034,72.73956296406976,16.604055076939837,986.600744875668,586.6513677455771,17.405567865935915,203.88489558821394,580,1
82.7557613304815,47.58295429236292,83.14570444884272,371.94875230470427,436.7102778813417,7.907814045022414,179.26260196019385,824,1
37.41523922560336,91.49189192723847,62.1667513212952,972.644903130878,833.1791485956111,0.6797028524935,293.4413197087378,771,1
18.79049026057455,43.32135425209539,31.218536157721573,188.2841353421924,944.0322601089788,11.522799267102055,42.1329988160073,389,0
71.58097238609412,65.01692346737623,90.5213056899401,88.66003372967702,476.02914467533856,6.783870054507446,296.00994985931277,129,1
49.61372443656412,27.97847778751059,14.073248248349632,81.33485743187244,467.0241099784317,8.963767518447066,142.6688104969281,781,0
20.983441136030095,93.75645041062002,28.16376473779866,491.62685206926574,512.0224550773298,13.622204278454976,69.49667239425561,547,1
54.56592191001432,31.261636621697065,77.68422350252749,128.85398760466504,728.6615502164003,14.013293341417434,283.26784367169836,553,1
13.094966900369656,37.99174445843258,73.84401372789003,536.5594899592217,674.6990848849831,0.5511282973163079,143.24092649265484,961,0
91.83883618709038,64.6507326502572,36.03445243520302,361.1254783334555,238.37825022274933,15.38605345679227,107.46735178710351,460,0
33.290198344001524,81.12744001703852,15.58223878175048,368.8475428504098,82.61744162735644,9.870378299121578,68.0739806262972,404,1
69.62700559185838,69.54810447490391,87.22702650024495,653.8285467179113,950.2690472204536,11.133975466491,84.02325807916164,895,1
38.053996848046985,38.57071302401249,38.23278742629123,204.94310584403917,275.8483645390302,5.9598837037970505,293.8697555170297,989,0
56.80612190600297,20.075443402199227,27.61420734354387,778.2257018227444,645.8247509967799,8.41667572001162,94.67216477190843,451,0
59.203925140895166,80.57204642459513,56.445564012487935,602.929373789703,831.869242688848,14.207502679586634,293.4527475090835,829,1
